品名,最低价,平均价,最高价,规格,单位,发布日期
荆芥,2.00,2.50,3.00,水菜,斤,2021-05-18
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
豌豆苗,4.00,4.25,4.50,水菜,斤,2021-05-18
快菜,0.80,1.00,1.20,水菜,斤,2021-05-18
苦菊,2.00,2.25,2.50,水菜,斤,2021-05-18
穿心莲,1.50,1.75,2.00,水菜,斤,2021-05-18
木耳菜,2.00,2.25,2.50,水菜,斤,2021-05-18
油桃,4.00,6.50,9.00,桃李杏类,斤,2021-05-18
蟠桃,10.00,12.50,15.00,桃李杏类,斤,2021-05-18
水蜜桃,10.00,12.00,14.00,桃李杏类,斤,2021-05-18
春雪,8.00,9.00,10.00,桃李杏类,斤,2021-05-18
黄油桃,4.00,6.00,8.00,桃李杏类,斤,2021-05-18
黄毛桃,10.00,11.50,13.00,桃李杏类,斤,2021-05-18
猕猴桃（徐香翠香）,2.50,3.00,3.50,桃李杏类,斤,2021-05-18
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-05-18
李子,8.00,10.00,12.00,桃李杏类,斤,2021-05-18
金太阳,2.50,4.75,7.00,桃李杏类,斤,2021-05-18
丰源红,2.90,3.45,4.00,桃李杏类,斤,2021-05-18
凯特杏、白杏,10.00,10.50,11.00,桃李杏类,斤,2021-05-18
无籽小号-大号,1.80,1.90,2.00,西瓜类,斤,2021-05-18
麒麟、甜蜜蜜,2.40,2.70,3.00,西瓜类,斤,2021-05-18
黑美人,1.80,2.00,2.20,西瓜类,斤,2021-05-18
品名,最低价,平均价,最高价,规格,单位,发布日期
香菜,4.00,4.50,5.00,\冀,斤,2021-06-24
茴香,2.50,2.75,3.00,\冀,斤,2021-06-24
韭菜,1.00,1.10,1.20,普通,斤,2021-06-24
韭菜苔,3.80,3.90,4.00,普通,斤,2021-06-24
苦菊,2.00,2.15,2.30,辽,斤,2021-06-24
油麦菜,2.50,2.75,3.00,\京,斤,2021-06-24
散菜花,1.50,1.75,2.00,豫\苏,斤,2021-06-24
绿菜花,2.00,2.25,2.50,京\ 冀,斤,2021-06-24
菜花,1.10,1.30,1.50,/冀,斤,2021-06-24
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-24
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-24
番茄,0.80,1.00,1.20,川鲁蒙,斤,2021-06-24
番茄（精品）,1.20,1.35,1.50,\鲁新,斤,2021-06-24
樱西,2.50,2.75,3.00,小红,斤,2021-06-24
黄瓜,1.50,1.75,2.00,蒙辽袋\鲁,斤,2021-06-24
黄瓜(鲜干花),2.00,2.10,2.20,冀,斤,2021-06-24
小黄瓜,2.50,2.75,3.00,旱\荷兰,斤,2021-06-24
茄子,0.80,1.00,1.20,冀,斤,2021-06-24
长茄,0.80,1.05,1.30,辽,斤,2021-06-24
广茄,1.30,2.15,3.00,冀,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
香菜,4.00,4.50,5.00,\冀,斤,2021-06-24
茴香,2.50,2.75,3.00,\冀,斤,2021-06-24
韭菜,1.00,1.10,1.20,普通,斤,2021-06-24
韭菜苔,3.80,3.90,4.00,普通,斤,2021-06-24
苦菊,2.00,2.15,2.30,辽,斤,2021-06-24
油麦菜,2.50,2.75,3.00,\京,斤,2021-06-24
散菜花,1.50,1.75,2.00,豫\苏,斤,2021-06-24
绿菜花,2.00,2.25,2.50,京\ 冀,斤,2021-06-24
菜花,1.10,1.30,1.50,/冀,斤,2021-06-24
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-24
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-24
番茄,0.80,1.00,1.20,川鲁蒙,斤,2021-06-24
番茄（精品）,1.20,1.35,1.50,\鲁新,斤,2021-06-24
樱西,2.50,2.75,3.00,小红,斤,2021-06-24
黄瓜,1.50,1.75,2.00,蒙辽袋\鲁,斤,2021-06-24
黄瓜(鲜干花),2.00,2.10,2.20,冀,斤,2021-06-24
小黄瓜,2.50,2.75,3.00,旱\荷兰,斤,2021-06-24
茄子,0.80,1.00,1.20,冀,斤,2021-06-24
长茄,0.80,1.05,1.30,辽,斤,2021-06-24
广茄,1.30,2.15,3.00,冀,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
线茄,1.30,2.25,3.20,冀,斤,2021-06-24
吊冬瓜,0.65,0.70,0.75,冀,斤,2021-06-24
地冬瓜,0.50,0.55,0.60,冀,斤,2021-06-24
小毛冬瓜,0.80,1.05,1.30,冀\长,斤,2021-06-24
架豆,1.50,1.75,2.00,普通,斤,2021-06-24
豆王,1.80,2.90,4.00,普通,斤,2021-06-24
扁豆,2.00,3.30,4.60,冀\鲁聊城,斤,2021-06-24
豇豆,1.80,2.20,2.60,鲁\京,斤,2021-06-24
白不老,1.60,1.90,2.20,滇|鲁,斤,2021-06-24
锅里变架豆,1.00,1.25,1.50,普通,斤,2021-06-24
油豆,2.20,2.60,3.00,鲁,斤,2021-06-24
毛豆,2.50,2.70,2.90,普通,斤,2021-06-24
豌豆,2.00,2.20,2.40,普通,斤,2021-06-24
荷兰豆,5.00,5.75,6.50,冀\云,斤,2021-06-24
玉米,1.00,1.20,1.40,川\冀,斤,2021-06-24
花生,4.00,4.50,5.00,桂\粤,斤,2021-06-24
苦瓜,1.80,2.15,2.50,冀/鲁,斤,2021-06-24
丝瓜,1.50,1.75,2.00,豫\鲁,斤,2021-06-24
丝瓜,2.00,2.50,3.00,短,斤,2021-06-24
瓠子,0.80,1.40,2.00,普通,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
西葫芦,0.60,0.90,1.20,滇/鲁,斤,2021-06-24
佛手瓜,2.50,2.75,3.00,普通,斤,2021-06-24
金丝南瓜,0.50,0.55,0.60,鲁冀,斤,2021-06-24
南北瓜,0.80,0.85,0.90,桂,斤,2021-06-24
尖椒,1.00,1.40,1.80,冀晋/鲁新,斤,2021-06-24
螺丝椒,1.50,2.00,2.50,普通,斤,2021-06-24
柿子椒,1.00,1.40,1.80,\鲁新,斤,2021-06-24
线椒,1.50,1.75,2.00,\鲁琼新,斤,2021-06-24
杭椒,1.80,2.00,2.20,普通,斤,2021-06-24
小米椒,4.00,4.25,4.50,滇,斤,2021-06-24
彩椒,3.00,3.40,3.80,红\黄,斤,2021-06-24
白萝卜,0.30,0.40,0.50,\冀,斤,2021-06-24
心里美,0.70,0.85,1.00,冀泥/洗,斤,2021-06-24
卞萝卜,0.40,0.45,0.50,冀,斤,2021-06-24
青萝卜,0.70,0.80,0.90,冀\鲁新,斤,2021-06-24
胡萝卜,0.60,0.75,0.90,冀/鲁新,斤,2021-06-24
胡萝卜（洗）,0.80,0.90,1.00,冀/鲁,斤,2021-06-24
土豆,0.60,0.85,1.10,鲁,斤,2021-06-24
黄葱头,0.90,1.00,1.10,\蒙甘,斤,2021-06-24
红葱头,1.10,1.15,1.20,老/新,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
山药,2.00,2.20,2.40,脆\麻新,斤,2021-06-24
铁棍山药,5.00,5.50,6.00,普通,斤,2021-06-24
莲藕,6.50,6.75,7.00,冀\云川桂,斤,2021-06-24
红薯,0.70,0.90,1.10,\冀新,斤,2021-06-24
红薯,1.60,1.95,2.30,精品,斤,2021-06-24
茭白,2.00,2.25,2.50,京\浙,斤,2021-06-24
凉薯,2.00,2.15,2.30,普通,斤,2021-06-24
荸荠,4.80,4.90,5.00,皖,斤,2021-06-24
芋头,2.00,2.25,2.50,\鲁,斤,2021-06-24
姜,3.00,4.25,5.50,姜头\整,斤,2021-06-24
大蒜,2.80,3.25,3.70,普通,斤,2021-06-24
新蒜,2.50,2.90,3.30,泥/,斤,2021-06-24
蒜米,3.20,3.50,3.80,普通,斤,2021-06-24
大葱,0.80,0.95,1.10,冀\鲁,斤,2021-06-24
小葱,1.50,1.55,1.60,普通,斤,2021-06-24
蒜苗,2.00,3.75,5.50,苏鲁,斤,2021-06-24
蒜黄,6.00,6.50,7.00,\冀,斤,2021-06-24
青蒜,2.40,2.55,2.70,冀,斤,2021-06-24
平菇,2.00,3.50,5.00,\小叶,斤,2021-06-24
香菇,4.00,4.50,5.00,普通,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
白玉菇,3.00,3.50,4.00,普通,斤,2021-06-24
口蘑,9.00,9.50,10.00,普通,斤,2021-06-24
杏鲍菇,2.00,2.65,3.30,普通,斤,2021-06-24
金针菇,1.50,2.00,2.50,普通,斤,2021-06-24
大白菜,0.40,0.50,0.60,储存\新,斤,2021-06-24
娃娃菜,1.00,1.15,1.30,大\冀新,斤,2021-06-24
小白菜,1.50,1.75,2.00,普通,斤,2021-06-24
芹菜,0.80,1.00,1.20,\冀,斤,2021-06-24
西芹,2.20,2.40,2.60,普通,斤,2021-06-24
菠菜,3.00,3.50,4.00,冀\蒙,斤,2021-06-24
莴笋,1.00,1.25,1.50,普通,斤,2021-06-24
团生菜,1.50,2.00,2.50,毛|净,斤,2021-06-24
圆白菜,0.40,0.60,0.80,\冀,斤,2021-06-24
紫甘蓝,0.65,0.68,0.70,冀,斤,2021-06-24
散叶生菜,2.00,2.50,3.00,\京冀,斤,2021-06-24
油菜,1.50,1.75,2.00,\京冀,斤,2021-06-24
油菜,2.00,2.25,2.50,水菜,斤,2021-06-24
小白菜,2.50,2.75,3.00,水菜,斤,2021-06-24
油麦菜,2.50,2.75,3.00,水菜,斤,2021-06-24
奶白菜,4.00,4.50,5.00,水菜,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
散生菜,3.00,3.25,3.50,水菜,斤,2021-06-24
香葱,1.50,2.00,2.50,水菜,斤,2021-06-24
茼蒿,9.00,10.50,12.00,水菜,斤,2021-06-24
蒿子秆,1.50,2.00,2.50,水菜,斤,2021-06-24
水萝卜,3.00,3.50,4.00,水菜,斤,2021-06-24
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-06-24
香芹,2.00,2.50,3.00,水菜,斤,2021-06-24
菠菜,4.00,4.50,5.00,水菜,斤,2021-06-24
苋菜,2.00,2.50,3.00,水菜,斤,2021-06-24
菊花菜,4.00,4.50,5.00,水菜,斤,2021-06-24
青蒜,2.00,2.25,2.50,水菜,斤,2021-06-24
盖菜,4.00,4.50,5.00,水菜,斤,2021-06-24
芥兰,3.50,3.75,4.00,水菜,斤,2021-06-24
菜心,3.50,3.75,4.00,水菜,斤,2021-06-24
空心菜,3.50,3.75,4.00,水菜,斤,2021-06-24
鸡毛菜,7.80,8.40,9.00,水菜,斤,2021-06-24
荠菜,12.00,15.00,18.00,水菜,斤,2021-06-24
荆芥,4.00,4.50,5.00,水菜,斤,2021-06-24
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-06-24
豌豆苗,5.00,5.25,5.50,水菜,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
快菜,1.50,1.75,2.00,水菜,斤,2021-06-24
苦菊,2.00,2.25,2.50,水菜,斤,2021-06-24
穿心莲,1.50,1.75,2.00,水菜,斤,2021-06-24
木耳菜,2.50,3.00,3.50,水菜,斤,2021-06-24
箱装菠萝（上六下六）,1.40,1.60,1.80,其他类,斤,2021-06-24
百香果,10.00,11.00,12.00,其他类,斤,2021-06-24
桑葚,3.00,4.00,5.00,其他类,斤,2021-06-24
冬枣,20.00,24.00,28.00,其他类,斤,2021-06-24
杨梅,8.00,10.00,12.00,其他类,斤,2021-06-24
蓝莓,13.00,22.50,32.00,其他类,斤,2021-06-24
火龙果,3.00,4.00,5.00,其他类,斤,2021-06-24
木瓜,3.00,3.15,3.30,其他类,斤,2021-06-24
柠檬,3.50,3.75,4.00,其他类,斤,2021-06-24
山楂,5.00,6.50,8.00,其他类,斤,2021-06-24
姑娘果（灯笼果）,15.00,19.00,23.00,其他类,斤,2021-06-24
鸭梨,1.20,1.35,1.50,梨类,斤,2021-06-24
雪花梨,1.40,1.50,1.60,梨类,斤,2021-06-24
皇冠梨（标箱）,1.80,2.00,2.20,梨类,斤,2021-06-24
青皇冠,1.50,1.70,1.90,梨类,斤,2021-06-24
丰水梨,1.70,2.05,2.40,梨类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
香菜,4.00,4.50,5.00,\冀,斤,2021-06-24
茴香,2.50,2.75,3.00,\冀,斤,2021-06-24
韭菜,1.00,1.10,1.20,普通,斤,2021-06-24
韭菜苔,3.80,3.90,4.00,普通,斤,2021-06-24
苦菊,2.00,2.15,2.30,辽,斤,2021-06-24
油麦菜,2.50,2.75,3.00,\京,斤,2021-06-24
散菜花,1.50,1.75,2.00,豫\苏,斤,2021-06-24
绿菜花,2.00,2.25,2.50,京\ 冀,斤,2021-06-24
菜花,1.10,1.30,1.50,/冀,斤,2021-06-24
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-24
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-24
番茄,0.80,1.00,1.20,川鲁蒙,斤,2021-06-24
番茄（精品）,1.20,1.35,1.50,\鲁新,斤,2021-06-24
樱西,2.50,2.75,3.00,小红,斤,2021-06-24
黄瓜,1.50,1.75,2.00,蒙辽袋\鲁,斤,2021-06-24
黄瓜(鲜干花),2.00,2.10,2.20,冀,斤,2021-06-24
小黄瓜,2.50,2.75,3.00,旱\荷兰,斤,2021-06-24
茄子,0.80,1.00,1.20,冀,斤,2021-06-24
长茄,0.80,1.05,1.30,辽,斤,2021-06-24
广茄,1.30,2.15,3.00,冀,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
香菜,4.00,4.50,5.00,\冀,斤,2021-06-24
茴香,2.50,2.75,3.00,\冀,斤,2021-06-24
韭菜,1.00,1.10,1.20,普通,斤,2021-06-24
韭菜苔,3.80,3.90,4.00,普通,斤,2021-06-24
苦菊,2.00,2.15,2.30,辽,斤,2021-06-24
油麦菜,2.50,2.75,3.00,\京,斤,2021-06-24
散菜花,1.50,1.75,2.00,豫\苏,斤,2021-06-24
绿菜花,2.00,2.25,2.50,京\ 冀,斤,2021-06-24
菜花,1.10,1.30,1.50,/冀,斤,2021-06-24
绿豆芽,0.95,0.98,1.00,普通,斤,2021-06-24
黄豆芽,0.85,0.88,0.90,普通,斤,2021-06-24
番茄,0.80,1.00,1.20,川鲁蒙,斤,2021-06-24
番茄（精品）,1.20,1.35,1.50,\鲁新,斤,2021-06-24
樱西,2.50,2.75,3.00,小红,斤,2021-06-24
黄瓜,1.50,1.75,2.00,蒙辽袋\鲁,斤,2021-06-24
黄瓜(鲜干花),2.00,2.10,2.20,冀,斤,2021-06-24
小黄瓜,2.50,2.75,3.00,旱\荷兰,斤,2021-06-24
茄子,0.80,1.00,1.20,冀,斤,2021-06-24
长茄,0.80,1.05,1.30,辽,斤,2021-06-24
广茄,1.30,2.15,3.00,冀,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
线茄,1.30,2.25,3.20,冀,斤,2021-06-24
吊冬瓜,0.65,0.70,0.75,冀,斤,2021-06-24
地冬瓜,0.50,0.55,0.60,冀,斤,2021-06-24
小毛冬瓜,0.80,1.05,1.30,冀\长,斤,2021-06-24
架豆,1.50,1.75,2.00,普通,斤,2021-06-24
豆王,1.80,2.90,4.00,普通,斤,2021-06-24
扁豆,2.00,3.30,4.60,冀\鲁聊城,斤,2021-06-24
豇豆,1.80,2.20,2.60,鲁\京,斤,2021-06-24
白不老,1.60,1.90,2.20,滇|鲁,斤,2021-06-24
锅里变架豆,1.00,1.25,1.50,普通,斤,2021-06-24
油豆,2.20,2.60,3.00,鲁,斤,2021-06-24
毛豆,2.50,2.70,2.90,普通,斤,2021-06-24
豌豆,2.00,2.20,2.40,普通,斤,2021-06-24
荷兰豆,5.00,5.75,6.50,冀\云,斤,2021-06-24
玉米,1.00,1.20,1.40,川\冀,斤,2021-06-24
花生,4.00,4.50,5.00,桂\粤,斤,2021-06-24
苦瓜,1.80,2.15,2.50,冀/鲁,斤,2021-06-24
丝瓜,1.50,1.75,2.00,豫\鲁,斤,2021-06-24
丝瓜,2.00,2.50,3.00,短,斤,2021-06-24
瓠子,0.80,1.40,2.00,普通,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
西葫芦,0.60,0.90,1.20,滇/鲁,斤,2021-06-24
佛手瓜,2.50,2.75,3.00,普通,斤,2021-06-24
金丝南瓜,0.50,0.55,0.60,鲁冀,斤,2021-06-24
南北瓜,0.80,0.85,0.90,桂,斤,2021-06-24
尖椒,1.00,1.40,1.80,冀晋/鲁新,斤,2021-06-24
螺丝椒,1.50,2.00,2.50,普通,斤,2021-06-24
柿子椒,1.00,1.40,1.80,\鲁新,斤,2021-06-24
线椒,1.50,1.75,2.00,\鲁琼新,斤,2021-06-24
杭椒,1.80,2.00,2.20,普通,斤,2021-06-24
小米椒,4.00,4.25,4.50,滇,斤,2021-06-24
彩椒,3.00,3.40,3.80,红\黄,斤,2021-06-24
白萝卜,0.30,0.40,0.50,\冀,斤,2021-06-24
心里美,0.70,0.85,1.00,冀泥/洗,斤,2021-06-24
卞萝卜,0.40,0.45,0.50,冀,斤,2021-06-24
青萝卜,0.70,0.80,0.90,冀\鲁新,斤,2021-06-24
胡萝卜,0.60,0.75,0.90,冀/鲁新,斤,2021-06-24
胡萝卜（洗）,0.80,0.90,1.00,冀/鲁,斤,2021-06-24
土豆,0.60,0.85,1.10,鲁,斤,2021-06-24
黄葱头,0.90,1.00,1.10,\蒙甘,斤,2021-06-24
红葱头,1.10,1.15,1.20,老/新,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
山药,2.00,2.20,2.40,脆\麻新,斤,2021-06-24
铁棍山药,5.00,5.50,6.00,普通,斤,2021-06-24
莲藕,6.50,6.75,7.00,冀\云川桂,斤,2021-06-24
红薯,0.70,0.90,1.10,\冀新,斤,2021-06-24
红薯,1.60,1.95,2.30,精品,斤,2021-06-24
茭白,2.00,2.25,2.50,京\浙,斤,2021-06-24
凉薯,2.00,2.15,2.30,普通,斤,2021-06-24
荸荠,4.80,4.90,5.00,皖,斤,2021-06-24
芋头,2.00,2.25,2.50,\鲁,斤,2021-06-24
姜,3.00,4.25,5.50,姜头\整,斤,2021-06-24
大蒜,2.80,3.25,3.70,普通,斤,2021-06-24
新蒜,2.50,2.90,3.30,泥/,斤,2021-06-24
蒜米,3.20,3.50,3.80,普通,斤,2021-06-24
大葱,0.80,0.95,1.10,冀\鲁,斤,2021-06-24
小葱,1.50,1.55,1.60,普通,斤,2021-06-24
蒜苗,2.00,3.75,5.50,苏鲁,斤,2021-06-24
蒜黄,6.00,6.50,7.00,\冀,斤,2021-06-24
青蒜,2.40,2.55,2.70,冀,斤,2021-06-24
平菇,2.00,3.50,5.00,\小叶,斤,2021-06-24
香菇,4.00,4.50,5.00,普通,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
白玉菇,3.00,3.50,4.00,普通,斤,2021-06-24
口蘑,9.00,9.50,10.00,普通,斤,2021-06-24
杏鲍菇,2.00,2.65,3.30,普通,斤,2021-06-24
金针菇,1.50,2.00,2.50,普通,斤,2021-06-24
大白菜,0.40,0.50,0.60,储存\新,斤,2021-06-24
娃娃菜,1.00,1.15,1.30,大\冀新,斤,2021-06-24
小白菜,1.50,1.75,2.00,普通,斤,2021-06-24
芹菜,0.80,1.00,1.20,\冀,斤,2021-06-24
西芹,2.20,2.40,2.60,普通,斤,2021-06-24
菠菜,3.00,3.50,4.00,冀\蒙,斤,2021-06-24
莴笋,1.00,1.25,1.50,普通,斤,2021-06-24
团生菜,1.50,2.00,2.50,毛|净,斤,2021-06-24
圆白菜,0.40,0.60,0.80,\冀,斤,2021-06-24
紫甘蓝,0.65,0.68,0.70,冀,斤,2021-06-24
散叶生菜,2.00,2.50,3.00,\京冀,斤,2021-06-24
油菜,1.50,1.75,2.00,\京冀,斤,2021-06-24
油菜,2.00,2.25,2.50,水菜,斤,2021-06-24
小白菜,2.50,2.75,3.00,水菜,斤,2021-06-24
油麦菜,2.50,2.75,3.00,水菜,斤,2021-06-24
奶白菜,4.00,4.50,5.00,水菜,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
散生菜,3.00,3.25,3.50,水菜,斤,2021-06-24
香葱,1.50,2.00,2.50,水菜,斤,2021-06-24
茼蒿,9.00,10.50,12.00,水菜,斤,2021-06-24
蒿子秆,1.50,2.00,2.50,水菜,斤,2021-06-24
水萝卜,3.00,3.50,4.00,水菜,斤,2021-06-24
樱桃萝卜,2.00,2.25,2.50,水菜,斤,2021-06-24
香芹,2.00,2.50,3.00,水菜,斤,2021-06-24
菠菜,4.00,4.50,5.00,水菜,斤,2021-06-24
苋菜,2.00,2.50,3.00,水菜,斤,2021-06-24
菊花菜,4.00,4.50,5.00,水菜,斤,2021-06-24
青蒜,2.00,2.25,2.50,水菜,斤,2021-06-24
盖菜,4.00,4.50,5.00,水菜,斤,2021-06-24
芥兰,3.50,3.75,4.00,水菜,斤,2021-06-24
菜心,3.50,3.75,4.00,水菜,斤,2021-06-24
空心菜,3.50,3.75,4.00,水菜,斤,2021-06-24
鸡毛菜,7.80,8.40,9.00,水菜,斤,2021-06-24
荠菜,12.00,15.00,18.00,水菜,斤,2021-06-24
荆芥,4.00,4.50,5.00,水菜,斤,2021-06-24
紫苏叶,4.00,4.25,4.50,水菜,斤,2021-06-24
豌豆苗,5.00,5.25,5.50,水菜,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
快菜,1.50,1.75,2.00,水菜,斤,2021-06-24
苦菊,2.00,2.25,2.50,水菜,斤,2021-06-24
穿心莲,1.50,1.75,2.00,水菜,斤,2021-06-24
木耳菜,2.50,3.00,3.50,水菜,斤,2021-06-24
箱装菠萝（上六下六）,1.40,1.60,1.80,其他类,斤,2021-06-24
百香果,10.00,11.00,12.00,其他类,斤,2021-06-24
桑葚,3.00,4.00,5.00,其他类,斤,2021-06-24
冬枣,20.00,24.00,28.00,其他类,斤,2021-06-24
杨梅,8.00,10.00,12.00,其他类,斤,2021-06-24
蓝莓,13.00,22.50,32.00,其他类,斤,2021-06-24
火龙果,3.00,4.00,5.00,其他类,斤,2021-06-24
木瓜,3.00,3.15,3.30,其他类,斤,2021-06-24
柠檬,3.50,3.75,4.00,其他类,斤,2021-06-24
山楂,5.00,6.50,8.00,其他类,斤,2021-06-24
姑娘果（灯笼果）,15.00,19.00,23.00,其他类,斤,2021-06-24
鸭梨,1.20,1.35,1.50,梨类,斤,2021-06-24
雪花梨,1.40,1.50,1.60,梨类,斤,2021-06-24
皇冠梨（标箱）,1.80,2.00,2.20,梨类,斤,2021-06-24
青皇冠,1.50,1.70,1.90,梨类,斤,2021-06-24
丰水梨,1.70,2.05,2.40,梨类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
酥梨,1.50,1.60,1.70,梨类,斤,2021-06-24
库尔勒香梨,3.00,3.25,3.50,梨类,斤,2021-06-24
红啤梨,3.00,3.25,3.50,梨类,斤,2021-06-24
沃柑,4.50,5.00,5.50,柑橘类,斤,2021-06-24
夏橙,2.00,2.50,3.00,柑橘类,斤,2021-06-24
伦晚,1.80,2.40,3.00,柑橘类,斤,2021-06-24
油桃,2.00,3.50,5.00,桃李杏类,斤,2021-06-24
蟠桃,4.00,5.50,7.00,桃李杏类,斤,2021-06-24
水蜜桃,8.00,9.00,10.00,桃李杏类,斤,2021-06-24
黄油桃,4.00,4.50,5.00,桃李杏类,斤,2021-06-24
黄毛桃,5.00,5.50,6.00,桃李杏类,斤,2021-06-24
突围,1.20,1.60,2.00,桃李杏类,斤,2021-06-24
猕猴桃（海沃德）,2.00,2.25,2.50,桃李杏类,斤,2021-06-24
胭脂杏,3.00,3.50,4.00,桃李杏类,斤,2021-06-24
李子,1.50,3.25,5.00,桃李杏类,斤,2021-06-24
杏梅,2.00,3.00,4.00,桃李杏类,斤,2021-06-24
金太阳,0.80,1.20,1.60,桃李杏类,斤,2021-06-24
凯特杏、白杏,2.00,2.40,2.80,桃李杏类,斤,2021-06-24
无籽小号-大号,1.50,1.60,1.70,西瓜类,斤,2021-06-24
麒麟、甜蜜蜜,1.80,2.10,2.40,西瓜类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
特小风,2.00,2.25,2.50,西瓜类,斤,2021-06-24
L600吊秧瓜,1.80,2.15,2.50,西瓜类,斤,2021-06-24
甜王,0.80,1.00,1.20,西瓜类,斤,2021-06-24
硒沙瓜,1.30,1.45,1.60,西瓜类,斤,2021-06-24
蜜童,1.50,1.75,2.00,西瓜类,斤,2021-06-24
墨童西瓜,1.50,1.65,1.80,西瓜类,斤,2021-06-24
国产香蕉,2.20,2.50,2.80,香蕉类,斤,2021-06-24
南美、菲律宾香蕉,3.00,3.25,3.50,香蕉类,斤,2021-06-24
泰国香蕉（帝王蕉）,8.00,8.50,9.00,香蕉类,斤,2021-06-24
皇帝(小米）香蕉,3.00,3.40,3.80,香蕉类,斤,2021-06-24
晓蜜25号,1.80,2.00,2.20,甜瓜类,斤,2021-06-24
黄金瓜／金蜜,1.80,2.00,2.20,甜瓜类,斤,2021-06-24
玉菇,2.00,2.25,2.50,甜瓜类,斤,2021-06-24
网纹,3.00,3.50,4.00,甜瓜类,斤,2021-06-24
24/白糖罐,1.50,1.75,2.00,甜瓜类,斤,2021-06-24
羊角蜜,2.00,2.50,3.00,甜瓜类,斤,2021-06-24
花蕾甜瓜,2.00,2.50,3.00,甜瓜类,斤,2021-06-24
久红瑞,1.80,1.90,2.00,甜瓜类,斤,2021-06-24
绿宝甜瓜,2.00,2.75,3.50,甜瓜类,斤,2021-06-24
博阳（系列）,1.80,2.40,3.00,甜瓜类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
景甜,1.50,1.75,2.00,甜瓜类,斤,2021-06-24
东北香瓜,2.00,2.20,2.40,甜瓜类,斤,2021-06-24
富士（纸袋Φ70-84）,1.50,2.00,2.50,苹果类,斤,2021-06-24
富士（纸+膜袋）,1.50,1.75,2.00,苹果类,斤,2021-06-24
富士（纸袋Φ85以上）,2.50,3.00,3.50,苹果类,斤,2021-06-24
黄元帅,1.50,1.75,2.00,苹果类,斤,2021-06-24
花牛(Φ70-85),1.40,2.00,2.60,苹果类,斤,2021-06-24
新疆阿克苏（冰糖心）,3.00,3.50,4.00,苹果类,斤,2021-06-24
国光苹果,1.00,1.30,1.60,苹果类,斤,2021-06-24
辽宁寒富苹果,1.50,1.75,2.00,苹果类,斤,2021-06-24
巨峰葡萄,4.00,4.50,5.00,葡萄类,斤,2021-06-24
红提葡萄,6.00,7.00,8.00,葡萄类,斤,2021-06-24
阳光玫瑰葡萄,20.00,30.00,40.00,葡萄类,斤,2021-06-24
玫瑰香葡萄,5.00,6.00,7.00,葡萄类,斤,2021-06-24
黑提葡萄、夏黑,6.00,7.00,8.00,葡萄类,斤,2021-06-24
乒乓球葡萄,6.00,7.00,8.00,葡萄类,斤,2021-06-24
维多利亚葡萄,3.00,3.50,4.00,葡萄类,斤,2021-06-24
郁金香,6.00,7.00,8.00,葡萄类,斤,2021-06-24
紫甜,7.00,8.00,9.00,葡萄类,斤,2021-06-24
台农小芒果,2.50,3.00,3.50,芒果类,斤,2021-06-24
品名,最低价,平均价,最高价,规格,单位,发布日期
台农大芒果,2.50,3.75,5.00,芒果类,斤,2021-06-24
红金龙,4.00,5.00,6.00,芒果类,斤,2021-06-24
高乐密,2.50,3.75,5.00,芒果类,斤,2021-06-24
青皮芒果,3.00,3.50,4.00,芒果类,斤,2021-06-24
象牙芒果,6.50,6.75,7.00,芒果类,斤,2021-06-24
水仙芒果,3.50,4.50,5.50,芒果类,斤,2021-06-24
